OH,OWB,ICB
80,16,64
80,16,64
13,3,384
13,3,384
13,3,384
13,3,384
202,45,16
202,45,16
202,45,16
202,45,16
37,13,64
37,13,64
37,13,64
37,13,64
8,3,384
8,3,384
8,3,384
8,3,384
20,4,64
20,4,64
20,4,64
20,4,64
112,23,16
112,23,16
112,23,16
112,23,16
80,20,64
80,20,64
80,20,64
80,20,64
20,5,256
20,5,256
20,5,256
20,5,256
40,8,64
40,8,64
40,8,64
40,8,64
26,6,64
26,6,64
26,6,64
26,6,64
120,32,32
120,32,32
120,32,32
120,32,32
12,4,64
12,4,64
12,4,64
12,4,64
40,8,64
40,8,64
40,8,64
40,8,64
32,16,64
32,16,64
32,16,64
32,16,64
20,8,32
20,8,32
20,8,32
20,8,32
104,21,16
104,21,16
104,21,16
104,21,16
32,13,64
32,13,64
32,13,64
32,13,64
16,8,64
16,8,64
16,8,64
16,8,64
336,160,1
336,160,1
336,160,1
336,160,1
48,32,32
48,32,32
48,32,32
48,32,32
14,4,64
14,4,64
14,4,64
14,4,64
16,7,128
16,7,128
16,7,128
16,7,128
72,16,32
72,16,32
72,16,32
72,16,32
36,10,128
36,10,128
36,10,128
36,10,128
80,16,64
80,16,64
80,16,64
80,16,64
32,8,64
32,8,64
32,8,64
32,8,64
32,8,38
32,8,38
32,8,38
32,8,38
32,7,64
32,7,64
32,7,64
32,7,64
3,3,128
3,3,128
3,3,128
3,3,128
14,3,128
14,3,128
14,3,128
14,3,128
3,3,128
3,3,128
3,3,128
3,3,128
24,16,64
24,16,64
24,16,64
24,16,64
36,8,64
36,8,64
36,8,64
36,8,64
32,8,32
32,8,32
32,8,32
32,8,32
20,4,64
20,4,64
20,4,64
20,4,64
40,8,64
40,8,64
40,8,64
40,8,64
250,84,1
250,84,1
250,84,1
250,84,1
10,2,64
10,2,64
10,2,64
10,2,64
160,40,64
160,40,64
160,40,64
160,40,64
4,5,512
4,5,512
4,5,512
4,5,512
16,10,128
16,10,128
16,10,128
16,10,128
6,5,512
6,5,512
6,5,512
6,5,512
104,42,8
104,42,8
104,42,8
104,42,8
40,16,64
40,16,64
40,16,64
40,16,64
40,8,64
40,8,64
40,8,64
40,8,64
160,32,16
160,32,16
160,32,16
160,32,16
20,4,128
20,4,128
20,4,128
20,4,128
128,40,64
128,40,64
128,40,64
128,40,64
29,8,32
29,8,32
29,8,32
29,8,32
13,3,256
13,3,256
13,3,256
13,3,256
10,2,64
10,2,64
10,2,64
10,2,64
20,5,256
20,5,256
20,5,256
20,5,256
20,10,32
20,10,32
20,10,32
20,10,32
80,20,64
80,20,64
80,20,64
80,20,64
96,32,64
96,32,64
96,32,64
96,32,64
16,7,64
16,7,64
16,7,64
16,7,64
160,32,64
160,32,64
160,32,64
160,32,64
51,12,64
51,12,64
51,12,64
51,12,64
40,8,64
40,8,64
40,8,64
40,8,64
64,13,64
64,13,64
64,13,64
64,13,64
52,11,32
52,11,32
52,11,32
52,11,32
13,4,256
13,4,256
13,4,256
13,4,256
2,4,64
2,4,64
2,4,64
2,4,64
28,8,64
28,8,64
28,8,64
28,8,64
12,8,64
12,8,64
12,8,64
12,8,64
32,8,128
32,8,128
32,8,128
32,8,128
40,8,64
40,8,64
40,8,64
40,8,64
4,8,32
4,8,32
4,8,32
4,8,32
8,4,64
8,4,64
8,4,64
8,4,64
36,8,64
36,8,64
36,8,64
36,8,64
48,32,64
48,32,64
48,32,64
48,32,64
20,5,128
20,5,128
20,5,128
20,5,128
32,7,128
32,7,128
32,7,128
32,7,128
20,4,64
20,4,64
20,4,64
20,4,64
64,13,64
64,13,64
64,13,64
64,13,64
128,26,16
128,26,16
128,26,16
128,26,16
20,8,64
20,8,64
20,8,64
20,8,64
80,16,64
80,16,64
80,16,64
80,16,64
4,8,64
4,8,64
4,8,64
4,8,64
20,8,32
20,8,32
20,8,32
20,8,32
40,8,32
40,8,32
40,8,32
40,8,32
52,11,32
52,11,32
52,11,32
52,11,32
64,13,64
64,13,64
64,13,64
64,13,64
48,32,64
48,32,64
48,32,64
48,32,64
8,10,128
8,10,128
8,10,128
8,10,128
32,7,128
32,7,128
32,7,128
32,7,128
9,3,128
9,3,128
9,3,128
9,3,128
108,32,32
108,32,32
108,32,32
108,32,32
128,26,16
128,26,16
128,26,16
128,26,16
32,32,64
32,32,64
32,32,64
32,32,64
10,2,64
10,2,64
10,2,64
10,2,64
4,5,256
4,5,256
4,5,256
4,5,256
40,8,64
40,8,64
40,8,64
40,8,64
13,3,256
13,3,256
13,3,256
13,3,256
56,12,64
56,12,64
56,12,64
56,12,64
7,3,128
7,3,128
7,3,128
7,3,128
20,4,64
20,4,64
20,4,64
20,4,64
32,32,64
32,32,64
32,32,64
32,32,64
120,32,32
120,32,32
120,32,32
120,32,32
80,16,32
80,16,32
80,16,32
80,16,32
26,6,64
26,6,64
26,6,64
26,6,64
32,10,64
32,10,64
32,10,64
32,10,64
19,6,64
19,6,64
19,6,64
19,6,64
12,8,64
12,8,64
12,8,64
12,8,64
20,5,256
20,5,256
20,5,256
20,5,256
28,6,128
28,6,128
28,6,128
28,6,128
256,52,16
256,52,16
256,52,16
256,52,16
480,160,1
480,160,1
480,160,1
480,160,1
6,4,256
6,4,256
6,4,256
6,4,256
14,3,128
14,3,128
14,3,128
14,3,128
10,2,64
10,2,64
10,2,64
10,2,64
20,5,512
20,5,512
20,5,512
20,5,512
80,16,64
80,16,64
80,16,64
80,16,64
64,40,64
64,40,64
64,40,64
64,40,64
20,4,128
20,4,128
20,4,128
20,4,128
224,45,16
224,45,16
224,45,16
224,45,16
96,64,16
96,64,16
96,64,16
96,64,16
16,8,32
16,8,32
16,8,32
16,8,32
80,16,64
80,16,64
80,16,64
80,16,64
80,20,32
80,20,32
80,20,32
80,20,32
7,3,128
7,3,128
7,3,128
7,3,128
40,8,64
40,8,64
40,8,64
40,8,64
8,4,256
8,4,256
8,4,256
8,4,256
40,8,64
40,8,64
40,8,64
40,8,64
29,7,64
29,7,64
29,7,64
29,7,64
13,4,256
13,4,256
13,4,256
13,4,256
10,4,64
10,4,64
10,4,64
10,4,64
32,8,128
32,8,128
32,8,128
32,8,128
80,16,32
80,16,32
80,16,32
80,16,32
36,32,32
36,32,32
36,32,32
36,32,32
13,3,256
13,3,256
13,3,256
13,3,256
40,8,64
40,8,64
40,8,64
40,8,64
32,8,32
32,8,32
32,8,32
32,8,32
52,11,32
52,11,32
52,11,32
52,11,32
80,16,16
80,16,16
80,16,16
80,16,16
28,6,128
28,6,128
28,6,128
28,6,128
17,12,32
17,12,32
17,12,32
17,12,32
160,32,64
160,32,64
160,32,64
160,32,64
112,23,16
112,23,16
112,23,16
112,23,16
20,4,128
20,4,128
20,4,128
20,4,128
40,8,64
40,8,64
40,8,64
40,8,64
13,8,32
13,8,32
13,8,32
13,8,32
29,7,64
29,7,64
29,7,64
29,7,64
1,2,64
1,2,64
1,2,64
1,2,64
20,6,64
20,6,64
20,6,64
20,6,64
37,11,32
37,11,32
37,11,32
37,11,32
20,5,512
20,5,512
20,5,512
20,5,512
24,8,64
24,8,64
24,8,64
24,8,64
96,40,64
96,40,64
96,40,64
96,40,64
32,7,64
32,7,64
32,7,64
32,7,64
29,8,32
29,8,32
29,8,32
29,8,32
10,2,64
10,2,64
10,2,64
10,2,64
20,4,64
20,4,64
20,4,64
20,4,64
20,5,64
20,5,64
20,5,64
20,5,64
160,40,16
160,40,16
160,40,16
160,40,16
80,16,32
80,16,32
80,16,32
80,16,32
32,8,32
32,8,32
32,8,32
32,8,32
40,10,128
40,10,128
40,10,128
40,10,128
160,40,16
160,40,16
160,40,16
160,40,16
52,21,16
52,21,16
52,21,16
52,21,16
16,16,32
16,16,32
16,16,32
16,16,32
64,32,64
64,32,64
64,32,64
64,32,64
112,45,1
112,45,1
112,45,1
112,45,1
112,32,64
112,32,64
112,32,64
112,32,64
4,3,384
4,3,384
4,3,384
4,3,384
32,8,128
32,8,128
32,8,128
32,8,128
4,8,32
4,8,32
4,8,32
4,8,32
2,5,512
2,5,512
2,5,512
2,5,512
80,16,64
80,16,64
80,16,64
80,16,64
