OH,OWB,ICB
23,8,38
23,8,38
23,8,38
120,32,32
120,32,32
120,32,32
120,32,32
6,3,256
6,3,256
6,3,256
6,3,256
60,32,32
60,32,32
60,32,32
60,32,32
14,3,128
14,3,128
14,3,128
14,3,128
32,8,64
32,8,64
32,8,64
32,8,64
112,40,16
112,40,16
112,40,16
112,40,16
60,32,32
60,32,32
60,32,32
60,32,32
13,4,256
13,4,256
13,4,256
13,4,256
12,12,64
12,12,64
12,12,64
12,12,64
13,3,128
13,3,128
13,3,128
13,3,128
80,16,32
80,16,32
80,16,32
80,16,32
9,6,64
9,6,64
9,6,64
9,6,64
3,2,64
3,2,64
3,2,64
3,2,64
208,42,8
208,42,8
208,42,8
208,42,8
26,6,64
26,6,64
26,6,64
26,6,64
116,26,32
116,26,32
116,26,32
116,26,32
56,12,64
56,12,64
56,12,64
56,12,64
80,20,64
80,20,64
80,20,64
80,20,64
256,52,16
256,52,16
256,52,16
256,52,16
19,6,64
19,6,64
19,6,64
19,6,64
26,6,64
26,6,64
26,6,64
26,6,64
8,16,64
8,16,64
8,16,64
8,16,64
80,16,64
80,16,64
80,16,64
80,16,64
13,3,256
13,3,256
13,3,256
13,3,256
20,5,128
20,5,128
20,5,128
20,5,128
32,8,32
32,8,32
32,8,32
32,8,32
56,20,32
56,20,32
56,20,32
56,20,32
20,5,128
20,5,128
20,5,128
20,5,128
20,4,64
20,4,64
20,4,64
20,4,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
7,2,64
7,2,64
7,2,64
7,2,64
3,6,64
3,6,64
3,6,64
3,6,64
40,10,128
40,10,128
40,10,128
40,10,128
80,16,64
80,16,64
80,16,64
80,16,64
104,21,16
104,21,16
104,21,16
104,21,16
12,3,128
12,3,128
12,3,128
12,3,128
8,7,128
8,7,128
8,7,128
8,7,128
160,40,16
160,40,16
160,40,16
160,40,16
20,4,64
20,4,64
20,4,64
20,4,64
14,5,128
14,5,128
14,5,128
14,5,128
144,32,64
144,32,64
144,32,64
144,32,64
26,8,32
26,8,32
26,8,32
26,8,32
13,3,256
13,3,256
13,3,256
13,3,256
84,32,32
84,32,32
84,32,32
84,32,32
8,16,16
8,16,16
8,16,16
8,16,16
7,8,32
7,8,32
7,8,32
7,8,32
96,32,32
96,32,32
96,32,32
96,32,32
14,6,128
14,6,128
14,6,128
14,6,128
52,26,32
52,26,32
52,26,32
52,26,32
10,3,256
10,3,256
10,3,256
10,3,256
40,8,64
40,8,64
40,8,64
40,8,64
10,7,64
10,7,64
10,7,64
10,7,64
28,6,128
28,6,128
28,6,128
28,6,128
80,20,64
80,20,64
80,20,64
80,20,64
20,5,512
20,5,512
20,5,512
20,5,512
20,5,512
20,5,512
20,5,512
20,5,512
7,13,64
7,13,64
7,13,64
7,13,64
146,42,8
146,42,8
146,42,8
146,42,8
28,10,128
28,10,128
28,10,128
28,10,128
120,32,32
120,32,32
120,32,32
120,32,32
208,42,8
208,42,8
208,42,8
208,42,8
5,2,64
5,2,64
5,2,64
5,2,64
8,20,64
8,20,64
8,20,64
8,20,64
120,32,32
120,32,32
120,32,32
120,32,32
32,8,38
32,8,38
32,8,38
32,8,38
26,7,128
26,7,128
26,7,128
26,7,128
7,7,64
7,7,64
7,7,64
7,7,64
23,12,64
23,12,64
23,12,64
23,12,64
10,2,64
10,2,64
10,2,64
10,2,64
40,10,128
40,10,128
40,10,128
40,10,128
11,26,32
11,26,32
11,26,32
11,26,32
120,32,32
120,32,32
120,32,32
120,32,32
26,8,32
26,8,32
26,8,32
26,8,32
120,32,32
120,32,32
120,32,32
120,32,32
5,3,128
5,3,128
5,3,128
5,3,128
202,45,1
202,45,1
202,45,1
202,45,1
40,8,64
40,8,64
40,8,64
40,8,64
16,10,64
16,10,64
16,10,64
16,10,64
20,4,64
20,4,64
20,4,64
20,4,64
40,8,64
40,8,64
40,8,64
40,8,64
160,40,64
160,40,64
160,40,64
160,40,64
120,32,32
120,32,32
120,32,32
120,32,32
28,6,128
28,6,128
28,6,128
28,6,128
120,32,32
120,32,32
120,32,32
120,32,32
160,32,64
160,32,64
160,32,64
160,32,64
56,12,64
56,12,64
56,12,64
56,12,64
13,3,384
13,3,384
13,3,384
13,3,384
8,20,16
8,20,16
8,20,16
8,20,16
16,8,38
16,8,38
16,8,38
16,8,38
52,11,32
52,11,32
52,11,32
52,11,32
52,11,32
52,11,32
52,11,32
52,11,32
4,7,64
4,7,64
4,7,64
4,7,64
128,26,16
128,26,16
128,26,16
128,26,16
256,52,1
256,52,1
256,52,1
256,52,1
96,32,64
96,32,64
96,32,64
96,32,64
128,32,64
128,32,64
128,32,64
128,32,64
32,7,128
32,7,128
32,7,128
32,7,128
160,32,64
160,32,64
160,32,64
160,32,64
20,4,64
20,4,64
20,4,64
20,4,64
8,8,64
8,8,64
8,8,64
8,8,64
13,8,32
13,8,32
13,8,32
13,8,32
112,40,64
112,40,64
112,40,64
112,40,64
40,20,16
40,20,16
40,20,16
40,20,16
80,16,64
80,16,64
80,16,64
80,16,64
20,8,32
20,8,32
20,8,32
20,8,32
80,16,32
80,16,32
80,16,32
80,16,32
72,32,32
72,32,32
72,32,32
72,32,32
80,16,64
80,16,64
80,16,64
80,16,64
28,6,128
28,6,128
28,6,128
28,6,128
32,8,38
32,8,38
32,8,38
32,8,38
80,16,64
80,16,64
80,16,64
80,16,64
160,40,64
160,40,64
160,40,64
160,40,64
24,32,32
24,32,32
24,32,32
24,32,32
20,8,32
20,8,32
20,8,32
20,8,32
36,8,32
36,8,32
36,8,32
36,8,32
23,7,64
23,7,64
23,7,64
23,7,64
11,6,64
11,6,64
11,6,64
11,6,64
480,160,1
480,160,1
480,160,1
480,160,1
32,10,128
32,10,128
32,10,128
32,10,128
72,20,64
72,20,64
72,20,64
72,20,64
20,4,64
20,4,64
20,4,64
20,4,64
80,16,32
80,16,32
80,16,32
80,16,32
6,3,384
6,3,384
6,3,384
6,3,384
2,4,256
2,4,256
2,4,256
2,4,256
120,32,32
120,32,32
120,32,32
120,32,32
20,5,512
20,5,512
20,5,512
20,5,512
16,6,64
16,6,64
16,6,64
16,6,64
20,5,512
20,5,512
20,5,512
20,5,512
160,32,64
160,32,64
160,32,64
160,32,64
112,32,64
112,32,64
112,32,64
112,32,64
160,32,64
160,32,64
160,32,64
160,32,64
84,32,32
84,32,32
84,32,32
84,32,32
28,6,64
28,6,64
28,6,64
28,6,64
63,21,16
63,21,16
63,21,16
63,21,16
18,4,64
18,4,64
18,4,64
18,4,64
26,7,128
26,7,128
26,7,128
26,7,128
7,8,32
7,8,32
7,8,32
7,8,32
20,8,64
20,8,64
20,8,64
20,8,64
64,13,64
64,13,64
64,13,64
64,13,64
72,32,32
72,32,32
72,32,32
72,32,32
120,32,32
120,32,32
120,32,32
120,32,32
84,32,32
84,32,32
84,32,32
84,32,32
28,8,64
28,8,64
28,8,64
28,8,64
160,40,16
160,40,16
160,40,16
160,40,16
20,4,64
20,4,64
20,4,64
20,4,64
416,84,1
416,84,1
416,84,1
416,84,1
112,23,32
112,23,32
112,23,32
112,23,32
56,16,64
56,16,64
56,16,64
56,16,64
40,10,128
40,10,128
40,10,128
40,10,128
16,32,64
16,32,64
16,32,64
16,32,64
10,2,64
10,2,64
10,2,64
10,2,64
80,20,128
80,20,128
80,20,128
80,20,128
4,5,128
4,5,128
4,5,128
4,5,128
8,4,64
8,4,64
8,4,64
8,4,64
4,10,256
4,10,256
4,10,256
4,10,256
14,5,64
14,5,64
14,5,64
14,5,64
40,8,64
40,8,64
40,8,64
40,8,64
7,8,38
7,8,38
7,8,38
7,8,38
72,16,64
72,16,64
72,16,64
72,16,64
18,5,256
18,5,256
18,5,256
18,5,256
7,13,64
7,13,64
7,13,64
7,13,64
160,32,64
160,32,64
160,32,64
160,32,64
112,23,32
112,23,32
112,23,32
112,23,32
4,8,32
4,8,32
4,8,32
4,8,32
4,2,64
4,2,64
4,2,64
4,2,64
40,8,32
40,8,32
40,8,32
40,8,32
26,6,64
26,6,64
26,6,64
26,6,64
28,8,32
28,8,32
28,8,32
28,8,32
32,8,38
32,8,38
32,8,38
32,8,38
10,4,256
10,4,256
10,4,256
10,4,256
13,3,128
13,3,128
13,3,128
13,3,128
20,4,64
20,4,64
20,4,64
20,4,64
84,32,32
84,32,32
84,32,32
84,32,32
84,21,16
84,21,16
84,21,16
84,21,16
21,7,128
21,7,128
21,7,128
21,7,128
32,7,64
32,7,64
32,7,64
32,7,64
40,10,128
40,10,128
40,10,128
40,10,128
96,32,32
96,32,32
96,32,32
96,32,32
12,4,64
12,4,64
12,4,64
12,4,64
160,32,16
160,32,16
160,32,16
160,32,16
224,45,1
224,45,1
224,45,1
224,45,1
20,8,38
20,8,38
20,8,38
20,8,38
13,3,256
13,3,256
13,3,256
13,3,256
20,5,512
20,5,512
20,5,512
20,5,512
20,8,64
20,8,64
20,8,64
20,8,64
14,3,128
14,3,128
14,3,128
14,3,128
80,20,32
80,20,32
80,20,32
80,20,32
16,32,64
16,32,64
16,32,64
16,32,64
10,2,64
10,2,64
10,2,64
10,2,64
32,8,64
32,8,64
32,8,64
32,8,64
10,3,384
10,3,384
10,3,384
10,3,384
108,32,32
108,32,32
108,32,32
108,32,32
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
1,2,64
1,2,64
1,2,64
1,2,64
84,21,16
84,21,16
84,21,16
84,21,16
40,10,128
40,10,128
40,10,128
40,10,128
224,45,1
224,45,1
224,45,1
224,45,1
4,4,64
4,4,64
4,4,64
4,4,64
40,8,64
40,8,64
40,8,64
40,8,64
24,32,32
24,32,32
24,32,32
24,32,32
208,42,8
208,42,8
208,42,8
208,42,8
28,6,64
28,6,64
28,6,64
28,6,64
20,5,256
20,5,256
20,5,256
20,5,256
8,8,64
8,8,64
8,8,64
8,8,64
160,32,64
160,32,64
160,32,64
160,32,64
104,26,32
104,26,32
104,26,32
104,26,32
64,16,64
64,16,64
64,16,64
64,16,64
32,7,128
32,7,128
32,7,128
32,7,128
26,52,1
26,52,1
26,52,1
26,52,1
320,80,1
320,80,1
320,80,1
320,80,1
8,3,256
8,3,256
8,3,256
8,3,256
14,3,128
14,3,128
14,3,128
14,3,128
160,40,64
160,40,64
160,40,64
160,40,64
103,26,32
103,26,32
103,26,32
103,26,32
104,26,32
104,26,32
104,26,32
104,26,32
80,16,64
80,16,64
80,16,64
80,16,64
13,7,128
13,7,128
13,7,128
13,7,128
56,12,64
56,12,64
56,12,64
56,12,64
160,32,64
160,32,64
160,32,64
160,32,64
32,7,64
32,7,64
32,7,64
32,7,64
108,32,32
108,32,32
108,32,32
108,32,32
52,13,64
52,13,64
52,13,64
52,13,64
4,8,32
4,8,32
4,8,32
4,8,32
96,32,32
96,32,32
96,32,32
96,32,32
160,32,64
160,32,64
160,32,64
160,32,64
20,5,256
20,5,256
20,5,256
20,5,256
128,26,32
128,26,32
128,26,32
128,26,32
6,4,64
6,4,64
6,4,64
6,4,64
9,2,64
9,2,64
9,2,64
9,2,64
20,4,128
20,4,128
20,4,128
20,4,128
120,32,32
120,32,32
120,32,32
120,32,32
84,32,32
84,32,32
84,32,32
84,32,32
208,42,8
208,42,8
208,42,8
208,42,8
13,7,64
13,7,64
13,7,64
13,7,64
14,4,64
14,4,64
14,4,64
14,4,64
90,45,16
90,45,16
90,45,16
90,45,16
10,5,64
10,5,64
10,5,64
10,5,64
32,8,32
32,8,32
32,8,32
32,8,32
231,52,1
231,52,1
231,52,1
231,52,1
64,20,16
64,20,16
64,20,16
64,20,16
80,16,64
80,16,64
80,16,64
80,16,64
80,16,64
80,16,64
80,16,64
80,16,64
20,4,64
20,4,64
20,4,64
20,4,64
160,40,64
160,40,64
160,40,64
160,40,64
208,42,8
208,42,8
208,42,8
208,42,8
135,45,1
135,45,1
135,45,1
135,45,1
20,5,64
20,5,64
20,5,64
20,5,64
29,8,32
29,8,32
29,8,32
29,8,32
10,4,128
10,4,128
10,4,128
10,4,128
20,4,64
20,4,64
20,4,64
20,4,64
20,5,128
20,5,128
20,5,128
20,5,128
40,8,32
40,8,32
40,8,32
40,8,32
40,8,64
40,8,64
40,8,64
40,8,64
7,8,32
7,8,32
7,8,32
7,8,32
10,2,64
10,2,64
10,2,64
10,2,64
4,8,128
4,8,128
4,8,128
4,8,128
40,10,128
40,10,128
40,10,128
40,10,128
32,8,32
32,8,32
32,8,32
32,8,32
224,45,16
224,45,16
224,45,16
224,45,16
160,32,64
160,32,64
160,32,64
160,32,64
112,23,32
112,23,32
112,23,32
112,23,32
32,40,16
32,40,16
32,40,16
32,40,16
10,5,512
10,5,512
10,5,512
10,5,512
20,5,64
20,5,64
20,5,64
20,5,64
32,8,32
32,8,32
32,8,32
32,8,32
32,8,32
32,8,32
32,8,32
32,8,32
20,8,38
20,8,38
20,8,38
20,8,38
256,52,16
256,52,16
256,52,16
256,52,16
32,8,32
32,8,32
32,8,32
32,8,32
26,6,64
26,6,64
26,6,64
26,6,64
32,8,32
32,8,32
32,8,32
32,8,32
20,4,64
20,4,64
20,4,64
20,4,64
32,7,64
32,7,64
32,7,64
32,7,64
13,4,256
13,4,256
13,4,256
13,4,256
32,40,64
32,40,64
32,40,64
32,40,64
104,21,16
104,21,16
104,21,16
104,21,16
40,10,128
40,10,128
40,10,128
40,10,128
12,4,64
12,4,64
12,4,64
12,4,64
16,16,64
16,16,64
16,16,64
16,16,64
4,4,128
4,4,128
4,4,128
4,4,128
480,160,8
480,160,8
480,160,8
480,160,8
80,16,64
80,16,64
80,16,64
80,16,64
16,32,64
16,32,64
16,32,64
16,32,64
13,3,128
13,3,128
13,3,128
13,3,128
52,11,32
52,11,32
52,11,32
52,11,32
36,32,32
36,32,32
36,32,32
36,32,32
80,16,32
80,16,32
80,16,32
80,16,32
36,10,256
36,10,256
36,10,256
36,10,256
40,8,64
40,8,64
40,8,64
40,8,64
36,32,32
36,32,32
36,32,32
36,32,32
28,6,128
28,6,128
28,6,128
28,6,128
16,4,128
16,4,128
16,4,128
16,4,128
36,10,128
36,10,128
36,10,128
36,10,128
160,40,64
160,40,64
160,40,64
160,40,64
8,5,64
8,5,64
8,5,64
8,5,64
29,8,32
29,8,32
29,8,32
29,8,32
120,32,32
120,32,32
120,32,32
120,32,32
32,8,32
32,8,32
32,8,32
32,8,32
21,6,64
21,6,64
21,6,64
21,6,64
12,32,32
12,32,32
12,32,32
12,32,32
26,6,64
26,6,64
26,6,64
26,6,64
26,8,32
26,8,32
26,8,32
26,8,32
154,52,16
154,52,16
154,52,16
154,52,16
32,7,128
32,7,128
32,7,128
32,7,128
32,8,32
32,8,32
32,8,32
32,8,32
160,32,16
160,32,16
160,32,16
160,32,16
20,4,64
20,4,64
20,4,64
20,4,64
80,16,64
80,16,64
80,16,64
80,16,64
23,7,64
23,7,64
23,7,64
23,7,64
6,4,128
6,4,128
6,4,128
6,4,128
20,4,64
20,4,64
20,4,64
20,4,64
416,84,1
416,84,1
416,84,1
416,84,1
101,23,16
101,23,16
101,23,16
101,23,16
384,160,1
384,160,1
384,160,1
384,160,1
28,6,128
28,6,128
28,6,128
28,6,128
8,20,64
8,20,64
8,20,64
8,20,64
32,8,32
32,8,32
32,8,32
32,8,32
26,6,128
26,6,128
26,6,128
26,6,128
52,26,32
52,26,32
52,26,32
52,26,32
14,3,128
14,3,128
14,3,128
14,3,128
24,32,32
24,32,32
24,32,32
24,32,32
12,12,64
12,12,64
12,12,64
12,12,64
72,64,16
72,64,16
72,64,16
72,64,16
14,3,128
14,3,128
14,3,128
14,3,128
64,16,64
64,16,64
64,16,64
64,16,64
120,32,32
120,32,32
120,32,32
120,32,32
18,5,512
18,5,512
18,5,512
18,5,512
13,8,32
13,8,32
13,8,32
13,8,32
167,42,8
167,42,8
167,42,8
167,42,8
32,16,64
32,16,64
32,16,64
32,16,64
13,3,128
13,3,128
13,3,128
13,3,128
16,8,64
16,8,64
16,8,64
16,8,64
24,10,128
24,10,128
24,10,128
24,10,128
24,32,32
24,32,32
24,32,32
24,32,32
8,8,64
8,8,64
8,8,64
8,8,64
40,8,64
40,8,64
40,8,64
40,8,64
64,16,64
64,16,64
64,16,64
64,16,64
80,16,64
80,16,64
80,16,64
80,16,64
80,20,16
80,20,16
80,20,16
80,20,16
80,20,64
80,20,64
80,20,64
80,20,64
73,21,16
73,21,16
73,21,16
73,21,16
24,10,64
24,10,64
24,10,64
24,10,64
104,26,32
104,26,32
104,26,32
104,26,32
20,4,64
20,4,64
20,4,64
20,4,64
32,8,38
32,8,38
32,8,38
32,8,38
48,16,32
48,16,32
48,16,32
48,16,32
32,8,32
32,8,32
32,8,32
32,8,32
13,3,256
13,3,256
13,3,256
13,3,256
20,4,64
20,4,64
20,4,64
20,4,64
4,5,64
4,5,64
4,5,64
4,5,64
128,26,16
128,26,16
128,26,16
128,26,16
104,21,16
104,21,16
104,21,16
104,21,16
80,20,64
80,20,64
80,20,64
80,20,64
64,13,64
64,13,64
64,13,64
64,13,64
120,32,32
120,32,32
120,32,32
120,32,32
112,40,64
112,40,64
112,40,64
112,40,64
104,21,16
104,21,16
104,21,16
104,21,16
320,80,1
320,80,1
320,80,1
320,80,1
80,16,32
80,16,32
80,16,32
80,16,32
160,40,16
160,40,16
160,40,16
160,40,16
80,16,64
80,16,64
80,16,64
80,16,64
32,8,38
32,8,38
32,8,38
32,8,38
4,5,512
4,5,512
4,5,512
4,5,512
480,160,8
480,160,8
480,160,8
480,160,8
23,8,32
23,8,32
23,8,32
23,8,32
8,16,64
8,16,64
8,16,64
8,16,64
40,10,64
40,10,64
40,10,64
40,10,64
32,8,32
32,8,32
32,8,32
32,8,32
32,16,64
32,16,64
32,16,64
32,16,64
32,8,64
32,8,64
32,8,64
32,8,64
4,8,32
4,8,32
4,8,32
4,8,32
80,16,64
80,16,64
80,16,64
80,16,64
40,10,32
40,10,32
40,10,32
40,10,32
4,8,64
4,8,64
4,8,64
4,8,64
80,16,64
80,16,64
80,16,64
80,16,64
2,2,64
2,2,64
2,2,64
2,2,64
13,3,384
13,3,384
13,3,384
13,3,384
32,8,32
32,8,32
32,8,32
32,8,32
56,23,16
56,23,16
56,23,16
56,23,16
20,4,64
20,4,64
20,4,64
20,4,64
128,40,64
128,40,64
128,40,64
128,40,64
7,2,64
7,2,64
7,2,64
7,2,64
56,12,64
56,12,64
56,12,64
56,12,64
32,10,128
32,10,128
32,10,128
32,10,128
12,3,384
12,3,384
12,3,384
12,3,384
120,32,32
120,32,32
120,32,32
120,32,32
32,8,32
32,8,32
32,8,32
32,8,32
16,6,64
16,6,64
16,6,64
16,6,64
2,3,256
2,3,256
2,3,256
2,3,256
160,32,64
160,32,64
160,32,64
160,32,64
224,45,16
224,45,16
224,45,16
224,45,16
80,20,16
80,20,16
80,20,16
80,20,16
480,128,8
480,128,8
480,128,8
480,128,8
160,32,64
160,32,64
160,32,64
160,32,64
20,4,64
20,4,64
20,4,64
20,4,64
20,4,64
20,4,64
20,4,64
20,4,64
24,32,32
24,32,32
24,32,32
24,32,32
10,2,64
10,2,64
10,2,64
10,2,64
20,4,64
20,4,64
20,4,64
20,4,64
20,4,128
20,4,128
20,4,128
20,4,128
12,32,32
12,32,32
12,32,32
12,32,32
64,13,64
64,13,64
64,13,64
64,13,64
128,26,32
128,26,32
128,26,32
128,26,32
10,7,64
10,7,64
10,7,64
10,7,64
13,8,32
13,8,32
13,8,32
13,8,32
32,7,128
32,7,128
32,7,128
32,7,128
240,64,16
240,64,16
240,64,16
240,64,16
32,7,64
32,7,64
32,7,64
32,7,64
112,32,64
112,32,64
112,32,64
112,32,64
80,16,32
80,16,32
80,16,32
80,16,32
20,4,128
20,4,128
20,4,128
20,4,128
40,10,128
40,10,128
40,10,128
40,10,128
6,2,64
6,2,64
6,2,64
6,2,64
13,3,256
13,3,256
13,3,256
13,3,256
32,8,32
32,8,32
32,8,32
32,8,32
80,16,64
80,16,64
80,16,64
80,16,64
13,3,256
13,3,256
13,3,256
13,3,256
4,3,128
4,3,128
4,3,128
4,3,128
128,32,64
128,32,64
128,32,64
128,32,64
48,16,32
48,16,32
48,16,32
48,16,32
26,7,128
26,7,128
26,7,128
26,7,128
480,160,8
480,160,8
480,160,8
480,160,8
13,3,256
13,3,256
13,3,256
13,3,256
40,8,64
40,8,64
40,8,64
40,8,64
104,21,16
104,21,16
104,21,16
104,21,16
160,32,64
160,32,64
160,32,64
160,32,64
32,16,64
32,16,64
32,16,64
32,16,64
20,7,64
20,7,64
20,7,64
20,7,64
28,6,64
28,6,64
28,6,64
28,6,64
160,40,64
160,40,64
160,40,64
160,40,64
26,8,32
26,8,32
26,8,32
26,8,32
40,10,64
40,10,64
40,10,64
40,10,64
20,4,64
20,4,64
20,4,64
20,4,64
14,6,128
14,6,128
14,6,128
14,6,128
32,8,128
32,8,128
32,8,128
32,8,128
36,32,32
36,32,32
36,32,32
36,32,32
32,16,64
32,16,64
32,16,64
32,16,64
120,32,32
120,32,32
120,32,32
120,32,32
12,4,64
12,4,64
12,4,64
12,4,64
80,32,64
80,32,64
80,32,64
80,32,64
52,13,64
52,13,64
52,13,64
52,13,64
32,8,64
32,8,64
32,8,64
32,8,64
120,32,32
120,32,32
120,32,32
120,32,32
14,3,128
14,3,128
14,3,128
14,3,128
8,8,64
8,8,64
8,8,64
8,8,64
9,2,64
9,2,64
9,2,64
9,2,64
80,16,16
80,16,16
80,16,16
80,16,16
16,8,32
16,8,32
16,8,32
16,8,32
20,4,128
20,4,128
20,4,128
20,4,128
20,7,64
20,7,64
20,7,64
20,7,64
40,10,128
40,10,128
40,10,128
40,10,128
4,2,64
4,2,64
4,2,64
4,2,64
26,7,128
26,7,128
26,7,128
26,7,128
13,4,256
13,4,256
13,4,256
13,4,256
32,7,64
32,7,64
32,7,64
32,7,64
40,20,64
40,20,64
40,20,64
40,20,64
64,13,64
64,13,64
64,13,64
64,13,64
13,3,128
13,3,128
13,3,128
13,3,128
64,13,32
64,13,32
64,13,32
64,13,32
480,160,8
480,160,8
480,160,8
480,160,8
32,8,32
32,8,32
32,8,32
32,8,32
40,8,64
40,8,64
40,8,64
40,8,64
6,6,128
6,6,128
6,6,128
6,6,128
32,8,32
32,8,32
32,8,32
32,8,32
20,4,64
20,4,64
20,4,64
20,4,64
24,10,128
24,10,128
24,10,128
24,10,128
16,11,32
16,11,32
16,11,32
16,11,32
16,16,16
16,16,16
16,16,16
16,16,16
80,16,32
80,16,32
80,16,32
80,16,32
180,45,1
180,45,1
180,45,1
180,45,1
160,40,16
160,40,16
160,40,16
160,40,16
24,6,64
24,6,64
24,6,64
24,6,64
28,6,64
28,6,64
28,6,64
28,6,64
160,32,64
160,32,64
160,32,64
160,32,64
120,32,32
120,32,32
120,32,32
120,32,32
32,8,32
32,8,32
32,8,32
32,8,32
192,128,8
192,128,8
192,128,8
192,128,8
58,13,64
58,13,64
58,13,64
58,13,64
7,8,128
7,8,128
7,8,128
7,8,128
103,52,1
103,52,1
103,52,1
103,52,1
64,13,64
64,13,64
64,13,64
64,13,64
29,8,32
29,8,32
29,8,32
29,8,32
96,32,32
96,32,32
96,32,32
96,32,32
480,128,8
480,128,8
480,128,8
480,128,8
120,32,32
120,32,32
120,32,32
120,32,32
23,7,128
23,7,128
23,7,128
23,7,128
40,10,256
40,10,256
40,10,256
40,10,256
104,21,16
104,21,16
104,21,16
104,21,16
52,11,32
52,11,32
52,11,32
52,11,32
80,16,32
80,16,32
80,16,32
80,16,32
20,4,64
20,4,64
20,4,64
20,4,64
10,2,64
10,2,64
10,2,64
10,2,64
20,5,512
20,5,512
20,5,512
20,5,512
20,5,512
20,5,512
20,5,512
20,5,512
20,5,256
20,5,256
20,5,256
20,5,256
160,32,64
160,32,64
160,32,64
160,32,64
16,16,64
16,16,64
16,16,64
16,16,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
120,32,32
120,32,32
120,32,32
120,32,32
6,6,64
6,6,64
6,6,64
6,6,64
32,7,64
32,7,64
32,7,64
32,7,64
26,6,64
26,6,64
26,6,64
26,6,64
120,32,32
120,32,32
120,32,32
120,32,32
80,20,64
80,20,64
80,20,64
80,20,64
32,8,32
32,8,32
32,8,32
32,8,32
12,5,512
12,5,512
12,5,512
12,5,512
32,7,64
32,7,64
32,7,64
32,7,64
2,3,128
2,3,128
2,3,128
2,3,128
10,2,64
10,2,64
10,2,64
10,2,64
68,23,32
68,23,32
68,23,32
68,23,32
13,7,64
13,7,64
13,7,64
13,7,64
10,2,64
10,2,64
10,2,64
10,2,64
80,20,64
80,20,64
80,20,64
80,20,64
63,26,32
63,26,32
63,26,32
63,26,32
48,16,64
48,16,64
48,16,64
48,16,64
80,20,32
80,20,32
80,20,32
80,20,32
13,13,64
13,13,64
13,13,64
13,13,64
16,16,64
16,16,64
16,16,64
16,16,64
12,8,32
12,8,32
12,8,32
12,8,32
13,3,128
13,3,128
13,3,128
13,3,128
47,11,32
47,11,32
47,11,32
47,11,32
32,8,32
32,8,32
32,8,32
32,8,32
40,8,64
40,8,64
40,8,64
40,8,64
80,16,64
80,16,64
80,16,64
80,16,64
48,32,64
48,32,64
48,32,64
48,32,64
8,4,64
8,4,64
8,4,64
8,4,64
26,6,64
26,6,64
26,6,64
26,6,64
10,3,128
10,3,128
10,3,128
10,3,128
72,16,64
72,16,64
72,16,64
72,16,64
40,10,64
40,10,64
40,10,64
40,10,64
20,4,64
20,4,64
20,4,64
20,4,64
72,32,32
72,32,32
72,32,32
72,32,32
80,16,64
80,16,64
80,16,64
80,16,64
64,13,32
64,13,32
64,13,32
64,13,32
40,8,64
40,8,64
40,8,64
40,8,64
2,4,64
2,4,64
2,4,64
2,4,64
64,40,16
64,40,16
64,40,16
64,40,16
13,3,128
13,3,128
13,3,128
13,3,128
80,20,32
80,20,32
80,20,32
80,20,32
6,3,128
6,3,128
6,3,128
6,3,128
80,20,16
80,20,16
80,20,16
80,20,16
8,16,32
8,16,32
8,16,32
8,16,32
20,5,64
20,5,64
20,5,64
20,5,64
7,7,64
7,7,64
7,7,64
7,7,64
16,8,64
16,8,64
16,8,64
16,8,64
20,5,512
20,5,512
20,5,512
20,5,512
29,8,128
29,8,128
29,8,128
29,8,128
39,26,32
39,26,32
39,26,32
39,26,32
10,8,32
10,8,32
10,8,32
10,8,32
20,4,64
20,4,64
20,4,64
20,4,64
120,32,32
120,32,32
120,32,32
120,32,32
256,52,16
256,52,16
256,52,16
256,52,16
384,160,8
384,160,8
384,160,8
384,160,8
80,16,32
80,16,32
80,16,32
80,16,32
26,13,64
26,13,64
26,13,64
26,13,64
60,32,32
60,32,32
60,32,32
60,32,32
52,11,32
52,11,32
52,11,32
52,11,32
28,6,64
28,6,64
28,6,64
28,6,64
7,7,64
7,7,64
7,7,64
7,7,64
160,40,64
160,40,64
160,40,64
160,40,64
224,80,1
224,80,1
224,80,1
224,80,1
58,13,64
58,13,64
58,13,64
58,13,64
29,7,128
29,7,128
29,7,128
29,7,128
64,32,64
64,32,64
64,32,64
64,32,64
480,160,1
480,160,1
480,160,1
480,160,1
20,4,64
20,4,64
20,4,64
20,4,64
28,10,128
28,10,128
28,10,128
28,10,128
16,40,16
16,40,16
16,40,16
16,40,16
32,7,128
32,7,128
32,7,128
32,7,128
160,32,64
160,32,64
160,32,64
160,32,64
32,20,128
32,20,128
32,20,128
32,20,128
80,16,64
80,16,64
80,16,64
80,16,64
56,12,64
56,12,64
56,12,64
56,12,64
10,3,256
10,3,256
10,3,256
10,3,256
13,3,256
13,3,256
13,3,256
13,3,256
16,8,32
16,8,32
16,8,32
16,8,32
32,8,32
32,8,32
32,8,32
32,8,32
80,16,64
80,16,64
80,16,64
80,16,64
32,8,38
32,8,38
32,8,38
32,8,38
